URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,DNS_QUERY_TIMES,Type
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,10,-1
39,10,UTF-8,Apache/2.2.22 (Debian),8507,US,Arizona,28/02/2008 0:00,24/04/2017 0:00,4,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,8,-1
39,10,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,8,-1
39,9,ISO-8859-1,nginx/1.11.10,121211,US,GA,22/09/1993 0:00,15/02/2017 0:00,2,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,8,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,ISO-8859-1,Squeegit/1.2.5 (3_sir),-1,US,MA,29/09/1994 0:00,29/11/2016 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,12,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,UTF-8,Apache,58,PA,Panama,7/11/2016 0:00,7/11/2016 0:00,0,-1
39,8,UTF-8,Apache/2,1007,PA,Panama,30/07/2009 4:01,19/04/2017 10:41,0,-1
39,7,UTF-8,Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB,-1,DE,Unknown,10/01/2007 15:27,9/01/2017 16:53,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,Unknown,Unknown,Unknown,Unknown,0,-1
39,9,ISO-8859-1,nginx/1.12.0,-1,CA,SK,19/10/2005 0:00,18/10/2016 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
40,13,UTF-8,nginx,637,Unknown,Unknown,Unknown,Unknown,4,1
40,13,UTF-8,nginx,640,Unknown,Unknown,Unknown,Unknown,6,1
40,13,UTF-8,nginx,643,Unknown,Unknown,Unknown,Unknown,4,1
40,11,UTF-8,nginx,667,Unknown,Unknown,Unknown,Unknown,8,1
40,11,UTF-8,nginx,667,Unknown,Unknown,Unknown,Unknown,6,1
40,10,utf-8,Apache,3016,Unknown,Unknown,Unknown,Unknown,6,1
40,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
40,9,UTF-8,Apache-Coyote/1.1,-1,US,ca,14/05/1999 0:00,28/06/2016 0:00,0,-1
40,9,UTF-8,mw2239.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
40,7,UTF-8,GSE,7283,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
40,10,utf-8,Yippee-Ki-Yay,12513,US,Arizona,13/09/2001 23:03,13/02/2013 1:33,0,-1
40,7,UTF-8,Apache,13183,US,CA,22/02/2001 0:00,7/02/2017 0:00,0,-1
40,7,UTF-8,GSE,6222,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
40,9,UTF-8,Apache,7942,US,CA,2/10/2005 0:00,3/10/2016 0:00,4,-1
40,7,utf-8,Unknown,-1,CA,ON,27/08/2002 0:00,1/06/2016 0:00,0,-1
40,9,utf-8,cloudflare-nginx,-1,US,CO,28/09/1996 0:00,26/09/2016 0:00,0,-1
40,8,iso-8859-1,cloudflare-nginx,-1,ES,Alicante,5/06/2006 0:00,24/03/2017 0:00,0,-1
40,9,ISO-8859-1,Apache,-1,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,0,-1
40,12,UTF-8,Apache,3013,US,CA,20/10/1998 0:00,4/12/2013 0:00,0,-1
40,11,utf-8,nginx,-1,US,NY,23/03/1995 0:00,3/03/2017 0:00,0,-1
40,10,UTF-8,mw2165.codfw.wmnet,4692,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
40,7,UTF-8,GSE,9433,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
40,9,UTF-8,mw2192.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
40,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,New Jersey,23/04/2002 18:56,20/08/2015 15:58,0,-1
40,8,UTF-8,Apache/2.2.23 (Amazon),11590,US,New York,26/09/2005 0:00,23/07/2011 0:00,6,-1
40,9,iso-8859-1,Apache,230,US,California,4/01/1995 0:00,4/01/2017 0:00,0,-1
40,6,utf-8,Unknown,-1,Unknown,Unknown,22/02/1996 0:00,16/01/2015 0:00,0,-1
40,7,ISO-8859-1,LiteSpeed,618,AU,Vic,30/07/2004 0:00,30/03/2014 0:00,2,-1
40,8,ISO-8859-1,Unknown,-1,US,ME,5/11/2008 0:00,7/10/2016 0:00,2,-1
40,9,utf-8,nginx/1.11.3,-1,Unknown,Unknown,1/07/2007 5:40,8/12/2016 14:01,4,-1
40,9,utf-8,ATS,622,US,CA,18/01/1995 0:00,26/08/2015 0:00,6,-1
40,9,ISO-8859-1,Apache/2.2.32,-1,US,MO,29/12/2005 0:00,30/09/2015 0:00,2,-1
40,6,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,5/06/2003 0:00,26/11/2014 0:00,2,-1
40,7,utf-8,Unknown,-1,CA,ON,27/08/2002 0:00,1/06/2016 0:00,8,-1
40,6,ISO-8859-1,nginx/1.12.0,1108,Unknown,Unknown,17/02/2009 0:00,16/02/2015 0:00,4,-1
40,9,utf-8,nginx/1.4.6 (Ubuntu),-1,US,CA,2/12/2005 0:00,2/12/2016 0:00,4,-1
40,9,UTF-8,Microsoft-IIS/7.5,63279,US,OH,8/11/1998 0:00,16/03/2015 0:00,4,-1
40,8,ISO-8859-1,Apache,15240,Unknown,Unknown,12/02/2002 0:00,16/10/2014 0:00,4,-1
40,9,utf-8,Apache,65993,US,MO,20/05/1996 0:00,24/10/2016 0:00,4,-1
40,7,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,8,-1
40,8,ISO-8859-1,nginx,-1,US,WA,8/04/1996 0:00,18/11/2016 0:00,4,-1
40,8,UTF-8,nginx,15363,US,NY,8/05/1996 0:00,27/01/2017 0:00,4,-1
40,6,iso-8859-1,Unknown,411,US,TX,2/03/1999 0:00,1/02/2017 0:00,6,-1
40,7,UTF-8,GSE,38119,US,CA,31/07/2000 0:00,29/06/2016 0:00,6,-1
40,9,ISO-8859-1,cloudflare-nginx,-1,US,NJ,17/12/2007 0:00,15/12/2015 0:00,0,-1
40,9,utf-8,nginx + Phusion Passenger,-1,US,FL,3/06/2000 0:00,5/05/2016 0:00,0,-1
40,7,UTF-8,GSE,6498,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
40,9,utf-8,ATS,622,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,-1
41,13,UTF-8,nginx,643,Unknown,Unknown,Unknown,Unknown,4,1
41,11,UTF-8,nginx,670,Unknown,Unknown,Unknown,Unknown,6,1
41,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
41,11,UTF-8,Proxy Pandeiro UOL,27103,BR,Unknown,Unknown,Unknown,4,1
41,10,iso-8859-1,nginx/1.8.0,218,Unknown,Unknown,18/07/2005 0:00,18/06/2016 0:00,4,1
41,6,iso-8859-1,nginx,318,Unknown,Unknown,21/11/2016 0:00,13/01/2017 0:00,6,-1
41,8,utf-8,nginx,-1,US,Oregon,30/08/2000 0:00,16/08/2016 0:00,0,-1
41,8,utf-8,Apache,65473,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,-1
41,9,UTF-8,nginx/1.12.0,-1,US,Pennsylvania,8/09/2007 0:00,9/09/2016 0:00,0,-1
41,8,us-ascii,Microsoft-HTTPAPI/2.0,324,GB,worcs,25/10/2006 0:00,18/10/2016 0:00,0,-1
41,10,utf-8,nginx/1.8.1,-1,US,NY,18/10/1994 0:00,6/10/2016 0:00,0,-1
41,9,UTF-8,mw2231.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
41,9,UTF-8,mw2165.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
41,9,ISO-8859-1,Apache,-1,US,Maine,23/10/1996 0:00,28/02/2017 0:00,0,-1
41,9,UTF-8,Apache,7065,US,Arizona,4/11/2003 0:00,4/11/2016 0:00,0,-1
41,7,ISO-8859-1,openresty/1.11.2.2,10588,US,FL,30/07/2002 0:00,26/06/2014 0:00,2,-1
41,8,UTF-8,Apache,-1,PA,PANAMA,9/12/2008 0:00,30/11/2016 0:00,4,-1
41,9,UTF-8,mw2109.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,8,-1
41,7,iso-8859-1,Apache,281,US,PA,9/03/2010 0:00,18/01/2013 0:00,4,-1
41,8,us-ascii,Microsoft-IIS/7.5,324,US,Kansas,4/07/2001 23:21,19/04/2017 17:24,4,-1
41,8,UTF-8,Apache,-1,JP,Unknown,8/03/2016 0:00,27/02/2017 0:00,6,-1
41,8,UTF-8,Apache,-1,US,VA,23/02/2010 0:00,23/01/2017 0:00,4,-1
41,10,iso-8859-1,Apache,13,US,Arizona,6/07/2016 14:30,5/09/2016 3:47,0,-1
41,8,UTF-8,Server,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,4,-1
41,8,ISO-8859-1,nginx/0.8.54,-1,Unknown,Unknown,16/01/2016 0:00,13/03/2017 0:00,0,-1
41,10,utf-8,nginx/1.8.1,-1,US,NY,18/10/1994 0:00,6/10/2016 0:00,6,-1
41,9,ISO-8859-1,Apache,-1,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,8,-1
41,10,UTF-8,Apache-Coyote/1.1,9817,GB,London,13/06/1997 0:00,5/11/2015 0:00,0,-1
41,9,ISO-8859-1,Apache,-1,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,0,-1
41,9,ISO-8859-1,nginx,-1,FR,Unknown,22/07/2005 18:52,21/07/2016 18:54,0,-1
42,13,UTF-8,nginx,646,Unknown,Unknown,Unknown,Unknown,4,1
42,11,UTF-8,nginx,673,Unknown,Unknown,Unknown,Unknown,6,1
42,11,UTF-8,nginx,673,Unknown,Unknown,Unknown,Unknown,6,1
42,10,utf-8,nginx/1.10.1,-1,Unknown,Unknown,7/04/2002 20:00,Unknown,2,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
42,8,ISO-8859-1,Apache,895,US,Arizona,5/03/2013 20:51,5/05/2013 3:46,4,1
42,7,utf-8,Apache/2.4.6,-1,US,FL,24/05/2004 0:00,16/03/2017 0:00,6,-1
42,8,utf-8,Apache/2.4.25,-1,IN,Karnataka,30/01/2006 0:00,14/04/2014 0:00,0,-1
42,7,utf-8,nginx/1.10.1,-1,CA,BC,19/12/1997 0:00,5/11/2012 0:00,0,-1
42,10,UTF-8,nginx,-1,US,Arizona,30/11/2006 0:00,17/04/2015 0:00,0,-1
42,8,UTF-8,Apache,7289,CA,ON,14/04/1999 0:00,8/08/2015 0:00,0,-1
42,8,UTF-8,Apache/2.4.25,4974,CA,Quebec,27/05/2008 0:00,27/05/2015 0:00,0,-1
42,10,utf-8,cloudflare-nginx,-1,US,Arizona,10/11/2009 0:00,21/04/2015 0:00,0,-1
42,9,UTF-8,mw2225.codfw.wmnet,4691,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
42,8,utf-8,nginx/1.1.19,-1,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,-1
42,11,UTF-8,nginx,-1,US,Arizona,8/05/2004 20:53,4/04/2014 15:11,0,-1
42,10,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,-1
42,9,ISO-8859-1,nginx,1505,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,-1
42,9,UTF-8,Apache,7509,Unknown,Unknown,16/08/1999 0:00,17/08/2013 0:00,6,-1
42,9,ISO-8859-1,Apache-Coyote/1.1,5127,US,CA,4/08/1995 0:00,26/01/2017 0:00,0,-1
42,7,ISO-8859-1,Apache,-1,US,Indiana,18/07/2002 0:00,10/07/2013 0:00,0,-1
42,9,UTF-8,nginx,-1,Unknown,Unknown,23/11/1994 0:00,19/08/2015 0:00,0,-1
42,8,UTF-8,nginx,-1,AU,NEW SOUTH WALES,30/08/2015 0:00,8/03/2017 0:00,0,-1
42,9,us-ascii,Unknown,324,Unknown,Unknown,11/10/2000 0:00,2/07/2014 0:00,0,-1
42,8,UTF-8,Apache,-1,UK,UK,27/02/1996 0:00,27/01/2016 0:00,4,-1
42,8,UTF-8,Apache/2.2.15 (CentOS),2766,Unknown,Unknown,30/04/2009 0:00,5/01/2017 0:00,8,-1
42,8,utf-8,Unknown,-1,US,CA,22/02/1996 0:00,16/01/2015 0:00,4,-1
42,9,ISO-8859-1,Apache,-1,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,2,-1
42,7,utf-8,openresty/1.11.2.1,-1,US,IL,27/11/2006 0:00,2/03/2017 0:00,4,-1
42,9,UTF-8,Apache/2.2.22 (Debian),10561,JP,6110021,13/02/2017 0:00,28/02/2017 0:00,4,-1
42,9,UTF-8,Apache/2.2.22 (Debian),8769,SC,Not Applicable,29/09/2015 0:00,24/03/2017 0:00,2,-1
42,7,UTF-8,GSE,12608,US,CA,31/07/2000 0:00,29/06/2016 0:00,6,-1
42,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CA,22/10/1998 0:00,16/03/2017 0:00,4,-1
42,8,UTF-8,Apache/2.2.15 (CentOS),94,AU,NSW,19/08/2004 0:00,5/07/2016 0:00,2,-1
42,8,ISO-8859-1,nginx/1.8.1,-1,US,nj,24/06/2003 0:00,22/08/2016 0:00,0,-1
42,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,California,18/03/2016 0:00,14/03/2017 0:00,0,-1
42,8,utf-8,Unknown,-1,US,CA,22/02/1996 0:00,16/01/2015 0:00,4,-1
42,9,ISO-8859-1,Apache,-1,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,0,-1
42,7,ISO-8859-1,Apache,497,US,PA,6/12/2010 0:00,7/12/2016 0:00,0,-1
42,7,utf-8,Apache/2.4.6,-1,US,FL,24/05/2004 0:00,16/03/2017 0:00,0,-1
43,13,UTF-8,nginx,646,Unknown,Unknown,Unknown,Unknown,4,1
43,11,UTF-8,nginx,673,Unknown,Unknown,Unknown,Unknown,6,1
43,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
43,11,iso-8859-1,Apache/1.3.27 (Unix) PHP/4.4.1,-1,Unknown,Unknown,3/03/2000 0:00,8/12/2015 0:00,2,1
43,10,ISO-8859-1,DOSarrest,-1,us,Washington,23/06/2003 0:00,2/01/2017 0:00,2,1
43,10,UTF-8,Apache,7550,US,CA,3/08/2004 0:00,4/08/2016 0:00,2,1
43,10,UTF-8,nginx/1.12.0,-1,Unknown,Unknown,Unknown,Unknown,0,1
43,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,WA,14/05/2002 0:00,3/03/2017 0:00,0,-1
43,9,utf-8,nginx + Phusion Passenger,-1,US,FL,3/06/2000 0:00,5/05/2016 0:00,0,-1
43,9,ISO-8859-1,Apache,-1,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,0,-1
43,9,ISO-8859-1,nginx,-1,US,WA,26/04/2001 0:00,15/12/2015 0:00,0,-1
43,8,iso-8859-1,Apache,236,US,ca,9/05/2004 18:06,24/04/2017 11:55,2,-1
43,8,ISO-8859-1,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,-1,US,GA,5/11/1997 5:00,5/09/2016 8:00,0,-1
43,9,ISO-8859-1,Unknown,-1,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,-1
43,8,utf-8,nginx,-1,GB,Peterborough,8/12/1995 0:00,4/04/2014 0:00,6,-1
43,7,UTF-8,Apache,-1,US,CA,27/06/2001 0:00,3/03/2017 0:00,0,-1
43,9,UTF-8,mw2236.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
43,7,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,13/11/2002 0:00,13/11/2016 0:00,4,-1
43,8,utf-8,nginx/1.1.19,13089,Unknown,Unknown,9/12/1996 0:00,9/10/2015 0:00,0,-1
43,9,utf-8,Apache/2.2.15 (CentOS),19724,US,Arizona,30/01/1996 0:00,1/02/2017 0:00,0,-1
43,9,UTF-8,mw2101.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
43,9,UTF-8,Apache,-1,UK,UK,27/02/1996 0:00,27/01/2016 0:00,4,-1
43,9,utf-8,Varnish,389,US,CA,16/07/1999 0:00,29/03/2013 0:00,4,-1
43,8,UTF-8,Apache,-1,US,Arizona,23/06/2006 0:00,24/06/2016 0:00,2,-1
43,9,ISO-8859-1,Unknown,6744,Unknown,Unknown,28/11/1999 0:00,9/09/2013 0:00,6,-1
43,12,ISO-8859,Apache,5653,Unknown,Unknown,25/09/2000 0:00,23/11/2015 0:00,4,-1
43,8,us-ascii,Microsoft-IIS/7.5,324,Unknown,Unknown,26/09/2003 0:00,17/06/2016 0:00,6,-1
43,9,ISO-8859-1,cloudflare-nginx,-1,CA,Quebec,10/04/2002 0:00,9/06/2016 0:00,2,-1
43,10,utf-8,nginx,-1,US,NY,23/03/1995 0:00,3/03/2017 0:00,4,-1
43,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,5/06/2003 0:00,26/11/2014 0:00,6,-1
43,7,ISO-8859-1,Apache,497,GB,Unknown,11/11/2006 0:00,26/10/2016 0:00,6,-1
43,7,UTF-8,GSE,20592,US,CA,31/07/2000 0:00,29/06/2016 0:00,4,-1
43,10,UTF-8,Resin/3.1.8,-1,US,FL,20/04/1995 4:00,7/03/2013 19:26,0,-1
43,9,UTF-8,mw2164.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
43,10,utf-8,Microsoft-IIS/8.5,4816,US,CO,3/05/2015 0:00,4/05/2016 0:00,0,-1
44,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
44,10,utf-8,nginx/1.6.2,8219,US,CO,4/02/2005 0:00,21/03/2017 0:00,0,-1
44,8,ISO-8859-1,nginx,-1,US,WA,8/04/1996 0:00,18/11/2016 0:00,0,-1
44,11,iso-8859-1,Apache,334,Unknown,Unknown,Unknown,Unknown,0,-1
44,9,utf-8,ATS,634,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,-1
44,9,UTF-8,mw2242.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
44,9,UTF-8,nginx,-1,US,NY,16/09/1996 4:00,5/04/2017 13:36,0,-1
44,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,5/06/2003 0:00,26/11/2014 0:00,0,-1
44,8,ISO-8859-1,nginx,-1,US,WA,8/04/1996 0:00,18/11/2016 0:00,4,-1
44,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,-1,AU,Unknown,20/07/2006 0:00,5/03/2013 0:00,0,-1
44,9,ISO-8859-1,nginx,1511,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,-1
44,11,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,-1
44,10,utf-8,Apache,45958,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,-1
44,9,UTF-8,mw2175.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
44,7,UTF-8,Apache,-1,US,Arizona,12/03/2008 0:00,19/05/2016 0:00,0,-1
44,8,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,13/09/2000 0:00,29/08/2016 0:00,2,-1
44,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,6,-1
44,9,UTF-8,mw2107.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,8,-1
44,9,UTF-8,mw2190.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,8,-1
44,9,utf-8,Apache,44446,CA,ON,9/12/2003 0:00,22/10/2016 0:00,2,-1
44,9,iso-8859-1,Apache,338,Unknown,Unknown,Unknown,Unknown,2,-1
44,8,iso-8859-1,Apache/2,345,US,FL,10/05/2000 0:00,11/10/2016 0:00,2,-1
44,9,ISO-8859-1,Unknown,674,US,California,28/11/1999 0:00,9/09/2013 0:00,6,-1
44,9,utf-8,nginx + Phusion Passenger,-1,US,FL,3/06/2000 0:00,5/05/2016 0:00,4,-1
44,8,UTF-8,Apache/2.4.6 (CentOS),25825,US,CA,25/01/1995 0:00,5/12/2013 0:00,8,-1
44,8,UTF-8,Server,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,4,-1
44,9,ISO-8859-1,nginx/1.13.0,-1,FR,Unknown,5/10/2005 0:00,21/05/2015 0:00,2,-1
44,9,ISO-8859-1,nginx,1501,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,8,-1
44,8,utf-8,nginx,10198,US,New York,28/06/2006 0:00,1/02/2013 0:00,6,-1
44,10,ISO-8859-1,Apache/2.4.25,360,US,CO,25/06/1997 0:00,26/03/2017 0:00,4,-1
44,9,iso-8859-1,barista/5.1.3,16525,US,CA,9/01/1998 0:00,4/01/2017 0:00,4,-1
44,8,UTF-8,Server,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,4,-1
44,9,ISO-8859-1,Unknown,6746,US,California,28/11/1999 0:00,9/09/2013 0:00,4,-1
44,9,UTF-8,mw2103.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
44,8,us-ascii,Microsoft-HTTPAPI/2.0,324,CA,ON,17/03/2000 0:00,17/01/2016 0:00,0,-1
44,8,us-ascii,Microsoft-IIS/7.5,324,US,California,26/09/2003 0:00,17/06/2016 0:00,0,-1
45,10,ISO-8859-1,Apache,-1,Unknown,Unknown,9/10/2016 17:08,Unknown,2,1
45,8,iso-8859-1,nginx,326,Unknown,Unknown,29/02/2008 0:00,21/02/2017 0:00,4,-1
45,9,UTF-8,nginx/1.11.2,10273,US,MI,18/05/2001 0:00,19/03/2016 0:00,0,-1
45,9,ISO-8859-1,Unknown,6748,Unknown,Unknown,28/11/1999 0:00,9/09/2013 0:00,0,-1
45,9,ISO-8859-1,Squeegit/1.2.5 (3_sir),-1,US,MA,29/09/1994 0:00,29/11/2016 0:00,0,-1
45,8,ISO-8859-1,Microsoft-IIS/8.5,1245,US,FL,30/10/2002 0:00,6/07/2016 0:00,0,-1
45,10,ISO-8859-1,Apache,6264,Unknown,Unknown,19/12/2000 0:00,16/12/2016 0:00,0,-1
45,10,ISO-8859-1,Microsoft-IIS/7.5,1245,US,CT,13/05/1998 0:00,17/06/2016 0:00,0,-1
45,9,ISO-8859-1,cloudflare-nginx,-1,US,Arizona,9/08/2009 0:00,17/06/2016 0:00,0,-1
45,7,iso-8859-1,Apache/2.4.25 (Debian),185,US,MA,29/07/2007 0:00,9/07/2016 0:00,0,-1
45,7,UTF-8,Apache,4764,US,Arizona,15/07/2009 0:00,20/04/2015 0:00,0,-1
45,8,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,27/09/2000 0:00,10/10/2016 0:00,0,-1
45,8,utf-8,AmazonS3,365,US,Arizona,13/07/2001 0:00,26/04/2015 0:00,0,-1
45,11,UTF-8,mw2192.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
45,11,UTF-8,Apache,3042,US,CA,20/10/1998 0:00,4/12/2013 0:00,4,-1
45,8,utf-8,ECD (fll/0790),41547,US,NY,10/03/2005 0:00,7/03/2017 0:00,0,-1
45,11,UTF-8,Pagely Gateway/1.5.1,-1,US,Minnesota,8/08/2001 0:00,9/11/2015 0:00,0,-1
45,9,utf-8,nginx/1.10.3,39,NL,NOT APPLICABLE,27/11/2002 0:00,21/11/2016 0:00,2,-1
45,9,utf-8,Apache,44447,CA,ON,9/12/2003 0:00,22/10/2016 0:00,2,-1
45,9,UTF-8,mw2101.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,8,-1
45,8,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,226,US,Missouri,28/09/2007 16:06,28/03/2017 18:24,2,-1
45,10,iso-8859-1,Apache/2.4.25 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.6.30,217,Unknown,Unknown,Unknown,Unknown,2,-1
45,10,ISO-8859-1,Unknown,12368,US,CA,9/01/1998 0:00,4/01/2017 0:00,4,-1
45,9,UTF-8,mw2097.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,14,-1
45,9,UTF-8,mw2239.codfw.wmnet,4695,US,CA,13/01/2001 0:12,12/12/2015 10:16,6,-1
45,10,utf-8,ATS,636,US,CA,18/01/1995 0:00,26/08/2015 0:00,8,-1
45,8,iso-8859-1,Apache,191,AU,VIC,12/03/2009 1:58,18/04/2017 1:29,0,-1
45,9,UTF-8,Apache,23771,US,MA,8/11/1993 0:00,12/10/2015 0:00,4,-1
45,10,utf-8,Unknown,14947,US,NY,25/07/1998 0:00,5/03/2017 0:00,4,-1
