URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_DATE_DIFF,DNS_QUERY_TIMES,Type
45,9,ISO-8859-1,cloudflare-nginx,-1,US,Arizona,2504,0,-1
45,7,iso-8859-1,Apache/2.4.25 (Debian),185,US,MA,3268,0,-1
45,7,UTF-8,Apache,4764,US,Arizona,2105,0,-1
45,8,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,5857,0,-1
45,8,utf-8,AmazonS3,365,US,Arizona,5035,0,-1
45,11,UTF-8,mw2192.codfw.wmnet,-1,US,CA,5446,0,-1
45,11,UTF-8,Apache,3042,US,CA,5524,4,-1
45,8,utf-8,ECD (fll/0790),41547,US,NY,4380,0,-1
45,11,UTF-8,Pagely Gateway/1.5.1,-1,US,Minnesota,5206,0,-1
45,9,utf-8,nginx/1.10.3,39,NL,NOT APPLICABLE,5108,2,-1
45,9,utf-8,Apache,44447,CA,ON,4701,2,-1
45,9,UTF-8,mw2101.codfw.wmnet,-1,US,CA,5446,8,-1
45,8,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,226,US,Missouri,3469,2,-1
45,10,iso-8859-1,Apache/2.4.25 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.6.30,217,Unknown,Unknown,-1,2,-1
45,10,ISO-8859-1,Unknown,12368,US,CA,6935,4,-1
45,9,UTF-8,mw2097.codfw.wmnet,-1,US,CA,5446,14,-1
45,9,UTF-8,mw2239.codfw.wmnet,4695,US,CA,5446,6,-1
45,10,utf-8,ATS,636,US,CA,7525,8,-1
45,8,iso-8859-1,Apache,191,AU,VIC,2958,0,-1
45,9,UTF-8,Apache,23771,US,MA,8008,4,-1
45,10,utf-8,Unknown,14947,US,NY,6798,4,-1
45,9,ISO-8859-1,Apache,-1,AU,Queensland,4018,6,-1
45,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5610,8,-1
45,10,UTF-8,mw2233.codfw.wmnet,-1,US,CA,5446,8,-1
45,8,ISO-8859-1,Apache,-1,US,Washington,6199,8,-1
45,9,iso-8859-1,nginx,-1,US,WA,6790,4,-1
45,9,windows-1252,fbs,-1,US,WA,3861,4,-1
45,7,UTF-8,nginx/1.12.0,9194,US,NY,2526,4,-1
45,10,UTF-8,ATS,6560,CA,ON,5805,0,-1
45,10,ISO-8859-1,cloudflare-nginx,-1,NL,Noord-Holland,6576,0,-1
45,9,ISO-8859-1,Unknown,6746,US,California,5034,0,-1
45,9,UTF-8,mw2175.codfw.wmnet,-1,US,CA,5446,0,-1
45,8,UTF-8,Unknown,-1,Unknown,Unknown,5947,0,-1
46,11,UTF-8,nginx,649,Unknown,Unknown,-1,4,1
46,12,ISO-8859-1,nginx/1.12.0,221,US,CALIFORNIA,4018,2,1
46,9,ISO-8859-1,Unknown,-1,US,CA,7185,12,-1
46,11,UTF-8,mw2199.codfw.wmnet,-1,US,CA,5446,0,-1
46,9,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,231,Unknown,Unknown,2039,0,-1
46,9,UTF-8,nginx/1.4.6 (Ubuntu),-1,Unknown,Unknown,-1,0,-1
46,9,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,5829,0,-1
46,11,UTF-8,mw2255.codfw.wmnet,4698,US,CA,5446,8,-1
46,9,ISO-8859-1,Apache,2393,US,NY,8312,6,-1
46,10,UTF-8,Pagely Gateway/1.5.1,-1,US,Minnesota,5206,0,-1
46,8,iso-8859-1,Unknown,21,US,VA,7246,0,-1
46,9,ISO-8859-1,nginx,-1,US,Arizona,2462,0,-1
46,9,utf-8,nginx,-1,US,NY,8016,0,-1
46,8,UTF-8,Apache/2.4.7 (Ubuntu),22479,US,WA,3620,0,-1
46,10,iso-8859-1,Apache,344,JP,Osaka,44,0,-1
46,10,UTF-8,Apache/2.4,-1,US,Maryland,4384,0,-1
46,11,UTF-8,Unknown,-1,US,PA,5110,0,-1
46,9,UTF-8,mw2228.codfw.wmnet,-1,US,CA,5446,0,-1
46,9,UTF-8,ATS,17810,US,CA,3813,8,-1
46,8,UTF-8,Apache,193,US,PA,0,4,-1
46,11,utf-8,ATS,630,US,CA,7525,10,-1
46,10,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,-1,US,Nevada,3724,4,-1
46,9,utf-8,Unknown,7758,US,NY,7666,4,-1
46,8,ISO-8859-1,nginx,2886,Unknown,Unknown,6350,4,-1
46,10,ISO-8859-1,nginx,1510,US,Ohio,4744,4,-1
46,8,UTF-8,nginx,-1,US,CA,3758,4,-1
46,12,ISO-8859-1,Unknown,1819,US,CA,5206,10,-1
46,10,utf-8,openresty,-1,US,California,4818,6,-1
46,11,ISO-8859-1,nginx,1511,US,Ohio,4744,6,-1
46,10,utf-8,Apache,66804,US,MO,7462,4,-1
46,10,ISO-8859-1,nginx,1519,US,Ohio,4744,4,-1
46,12,iso-8859-1,Apache,235,Unknown,Unknown,-1,4,-1
46,10,ISO-8859-1,nginx,166,Unknown,Unknown,6225,4,-1
46,8,UTF-8,cloudflare-nginx,-1,PH,Unknown,5719,4,-1
46,10,ISO-8859-1,Microsoft-IIS/8.5,8745,Unknown,Unknown,-1,2,-1
46,10,UTF-8,Apache,-1,Unknown,Unknown,-1,2,-1
46,8,us-ascii,cloudflare-nginx,-1,US,Arizona,5786,4,-1
46,8,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,333,US,MI,4786,4,-1
46,7,UTF-8,GSE,6984,US,CA,5812,10,-1
46,9,UTF-8,Apache/2.2.15 (CentOS),10303,AU,New South Wales,2922,2,-1
46,10,UTF-8,mw2165.codfw.wmnet,-1,US,CA,5446,6,-1
46,10,UTF-8,nginx,-1,PA,PANAMA,2959,0,-1
46,9,ISO-8859-1,Unknown,784,US,California,5034,0,-1
46,6,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
47,11,ISO-8859-1,Apache/2.2.31 (CentOS),-1,PA,PANAMA,4370,8,1
47,9,ISO-8859-1,cloudflare-nginx,-1,US,Texas,4399,0,-1
47,9,UTF-8,nginx,-1,PA,PANAMA,2959,0,-1
47,9,ISO-8859-1,Unknown,-1,CA,ON,6196,0,-1
47,8,utf-8,nginx/1.13.0,7790,US,Washington,6682,0,-1
47,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5610,0,-1
47,8,ISO-8859-1,Apache,7362,PA,PANAMA,4083,0,-1
47,9,UTF-8,Server,-1,US,WA,3256,0,-1
47,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,Nebraska,3654,0,-1
47,11,UTF-8,cloudflare-nginx,-1,US,AL,2143,0,-1
47,10,iso-8859-1,Apache/2.0.52 (Red Hat),423,Unknown,Unknown,-1,0,-1
47,9,ISO-8859-1,Unknown,6748,US,California,5034,0,-1
47,10,UTF-8,Unknown,-1,US,WA,5464,8,-1
47,10,UTF-8,cloudflare-nginx,-1,Unknown,Unknown,2528,4,-1
47,9,UTF-8,Apache,17647,Unknown,Unknown,5903,0,-1
47,9,UTF-8,nginx,-1,PH,ILOCOS NORTE R3,3118,0,-1
47,9,ISO-8859-1,LiteSpeed,1148,US,GA,5099,0,-1
47,9,utf-8,gunicorn/19.7.1,-1,US,California,7426,0,-1
47,12,UTF-8,mw2228.codfw.wmnet,-1,US,CA,5446,4,-1
47,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,-1,AU,Unknown,2420,0,-1
47,9,UTF-8,Server,-1,US,NV,7120,0,-1
47,11,UTF-8,nginx,-1,PA,PANAMA,2959,8,-1
47,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,-1,AU,Unknown,2420,6,-1
47,10,UTF-8,nginx,-1,Unknown,Unknown,5094,8,-1
47,11,utf-8,Apache/2.2.15 (Red Hat),-1,Unknown,Unknown,-1,6,-1
47,9,UTF-8,Apache/2.4,-1,US,Pennsylvania,6908,4,-1
47,8,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,479,CA,ON,5113,4,-1
47,11,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,10804,Unknown,Unknown,3909,2,-1
47,9,utf-8,ATS,-1,US,CA,3813,8,-1
47,9,UTF-8,Apache,14889,Unknown,Unknown,6369,4,-1
47,10,UTF-8,Apache-Coyote/1.1,9527,GB,London,6719,6,-1
47,11,UTF-8,mw2241.codfw.wmnet,-1,US,CA,5446,6,-1
47,8,ISO-8859-1,Unknown,-1,US,CA,7185,10,-1
47,10,ISO-8859-1,Apache,-1,AU,Queensland,4018,2,-1
47,8,iso-8859-1,Apache/1.3.33 (Unix) mod_ssl/2.8.24 OpenSSL/0.9.7e-p1 PHP/4.4.8,-1,US,NY,6209,2,-1
47,8,UTF-8,nginx,-1,CA,MB,6201,2,-1
47,9,ISO-8859-1,Unknown,6748,US,California,5034,6,-1
47,9,utf-8,Apache,44446,CA,ON,4701,0,-1
47,9,ISO-8859-1,Unknown,675,US,California,5034,0,-1
47,9,ISO-8859-1,nginx/1.11.3,193,US,CA,2662,0,-1
47,11,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
48,10,ISO-8859-1,lighttpd,345,FR,Unknown,7612,2,1
48,11,UTF-8,nginx,640,Unknown,Unknown,-1,8,1
48,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
48,11,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
48,14,UTF-8,Apache,-1,CZ,PRAHA,3804,2,1
48,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,Arizona,4005,0,-1
48,10,utf-8,Apache,67135,US,MO,7462,0,-1
48,11,UTF-8,nginx,-1,Unknown,Unknown,-1,0,-1
48,9,ISO-8859-1,cloudflare-nginx,-1,US,Texas,4399,0,-1
48,11,UTF-8,mw2230.codfw.wmnet,4699,US,CA,5446,0,-1
48,11,ISO-8859-1,Apache,-1,AU,Queensland,4018,0,-1
48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CO,6570,0,-1
48,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips,16333,US,GA,4368,0,-1
48,9,ISO-8859-1,Unknown,1819,US,CA,5206,8,-1
48,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,-1,AU,Unknown,2420,0,-1
48,11,iso-8859-1,Apache,288,Unknown,Unknown,5906,0,-1
48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,Florida,4010,0,-1
48,8,ISO-8859-1,AkamaiGHost,299,US,CA,5083,0,-1
48,9,ISO-8859-1,Apache/2.4.7 (Ubuntu),13913,CZ,Unknown,4229,6,-1
48,9,us-ascii,Microsoft-HTTPAPI/2.0,324,KR,Unknown,5805,0,-1
48,9,UTF-8,mw2240.codfw.wmnet,-1,US,CA,5446,0,-1
48,9,UTF-8,Microsoft-IIS/7.5,39,US,Colorado,4057,4,-1
48,9,iso-8859-1,Apache,333,US,Arizona,5115,0,-1
48,11,utf-8,nginx/1.8.1,-1,US,NY,8024,0,-1
48,11,ISO-8859-1,Unknown,1819,US,CA,5206,8,-1
48,9,ISO-8859-1,Unknown,6748,Unknown,Unknown,5034,6,-1
48,7,UTF-8,GSE,38123,US,CA,5812,8,-1
48,8,us-ascii,cloudflare-nginx,-1,US,Arizona,5786,4,-1
48,11,UTF-8,Apache/2.2.31 (Amazon),1371,Unknown,Unknown,4750,8,-1
48,10,UTF-8,Apache,58,US,CO,731,4,-1
48,9,utf-8,Apache,46579,CA,ON,4701,4,-1
48,10,utf-8,nginx/1.10.2,-1,HK,Central,334,0,-1
48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,IN,Maharashtra,6399,0,-1
48,11,ISO-8859-1,cloudflare-nginx,-1,US,MA,6618,0,-1
49,12,ISO-8859-1,PWS/8.2.0.7,528,KR,Unknown,4639,6,1
49,12,ISO-8859-1,nginx/1.2.1,2211,UA,widestep@mail.ru,4318,4,1
49,13,utf-8,nxfps,-1,KR,Unknown,4757,4,1
49,12,UTF-8,nginx/1.12.0,4877,US,VERMONT,2922,2,1
49,13,UTF-8,Apache,-1,CZ,PRAHA,3804,2,1
49,7,us-ascii,cloudflare-nginx,-1,US,Arizona,3646,0,-1
49,9,ISO-8859-1,Apache,959,US,New York,5844,0,-1
49,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,MI,7370,0,-1
49,10,UTF-8,Apache,19361,CH,ZH,6873,0,-1
49,11,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
49,9,iso-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,475,Unknown,Unknown,1698,2,-1
49,9,ISO-8859-1,Unknown,783,US,California,5034,0,-1
49,10,ISO-8859-1,LiteSpeed,1148,US,IL,2542,2,-1
49,11,UTF-8,Apache,-1,Unknown,Unknown,-1,0,-1
49,9,UTF-8,nginx,-1,US,CA,3990,0,-1
49,10,ISO-8859-1,Apache,-1,AU,Queensland,4018,0,-1
49,12,iso-8859-1,Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4,506,Unknown,Unknown,-1,0,-1
49,9,UTF-8,Apache-Coyote/1.1,-1,US,ca,6255,0,-1
49,9,utf-8,Apache,5005,US,CA,7853,0,-1
49,10,UTF-8,nginx/1.6.2,-1,CN,hunansheng,4573,0,-1
49,7,ISO-8859-1,Apache,2367,US,Pennsylvania,4749,0,-1
49,9,utf-8,ATS,-1,US,CA,3813,0,-1
49,9,UTF-8,cloudflare-nginx,-1,US,WA,5789,0,-1
49,9,ISO-8859-1,Play,2119,US,CA,5206,0,-1
49,9,ISO-8859-1,Apache,128,US,MA,5604,0,-1
49,11,UTF-8,mw2185.codfw.wmnet,-1,US,CA,5446,6,-1
49,9,ISO-8859-1,nginx,162,US,TX,6001,6,-1
49,10,utf-8,Apache,66441,US,MO,7462,4,-1
49,12,utf-8,ATS,640,US,CA,7525,8,-1
49,9,utf-8,Apache,44393,CA,ON,4701,0,-1
49,10,utf-8,Apache/2.2.15 (Red Hat),6881,US,NY,9492,4,-1
49,10,UTF-8,Server,-1,US,NV,7120,6,-1
49,10,ISO-8859-1,nginx,1505,US,Ohio,4744,6,-1
49,11,ISO-8859-1,Apache,1368,Unknown,Unknown,-1,0,-1
49,10,ISO-8859-1,Apache,-1,AU,Queensland,4018,0,-1
49,10,UTF-8,nginx,-1,US,FL,4654,0,-1
49,9,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
49,10,iso-8859-1,Apache,236,US,UT,7829,6,-1
49,9,UTF-8,Apache/2.2.15 (CentOS),101,AU,NSW,4338,0,-1
50,13,UTF-8,Apache,-1,CZ,PRAHA,3804,4,1
50,11,UTF-8,nginx,640,Unknown,Unknown,-1,8,1
50,11,ISO-8859-1,nginx/1.12.0,1108,UA,Unknown,4749,2,1
50,12,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
50,9,utf-8,Apache,43996,CA,ON,4701,0,-1
50,10,ISO-8859-1,Apache,13076,US,IL,4004,0,-1
50,10,UTF-8,Apache,6953,CA,Ontario,1598,0,-1
50,10,utf-8,ATS,-1,US,CA,3813,10,-1
50,9,utf-8,Server,-1,US,CA,4162,0,-1
50,9,ISO-8859-1,Microsoft-IIS/7.5,3071,US,FL,6244,0,-1
50,10,iso-8859-1,nginx,243,US,Wisconsin,2501,4,-1
50,10,ISO-8859-1,Apache/2.4.10 (Unix) OpenSSL/1.0.1k,-1,Unknown,Unknown,-1,4,-1
50,11,ISO-8859-1,Unknown,1819,US,CA,5206,8,-1
50,10,utf-8,nginx,-1,US,NY,7410,8,-1
50,11,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CA,7633,4,-1
50,11,ISO-8859-1,Apache,2797,Unknown,Unknown,-1,4,-1
50,12,ISO-8859-1,Apache/Not telling (Unix) AuthTDS/1.1,-1,US,NY,7247,4,-1
50,11,UTF-8,mw2255.codfw.wmnet,-1,US,CA,5446,8,-1
50,9,ISO-8859-1,Unknown,1189,Unknown,Unknown,3287,6,-1
50,9,UTF-8,nginx,24971,US,CA,7637,4,-1
50,10,ISO-8859-1,Unknown,413,Unknown,Unknown,-1,4,-1
50,9,utf-8,Microsoft-IIS/7.5,5316,US,FL,5113,2,-1
50,11,UTF-8,Apache,435494,Unknown,Unknown,-1,2,-1
50,14,iso-8859-1,Unknown,-1,US,CA,6935,6,-1
50,9,us-ascii,Microsoft-IIS/7.5,324,US,California,4648,0,-1
50,11,ISO-8859-1,Microsoft-IIS/7.5,1208,US,WA,5829,0,-1
50,9,ISO-8859-1,nginx/1.10.3,1149,US,UTAH,3356,0,-1
50,10,UTF-8,nginx,-1,US,CA,4147,0,-1
50,10,UTF-8,Apache/2.2.15 (CentOS),1970,US,IL,7244,0,-1
50,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,FL,7546,0,-1
50,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,NJ,5407,0,-1
51,14,UTF-8,Apache,-1,CZ,PRAHA,3804,2,1
51,14,ISO-8859-1,cloudflare-nginx,-1,US,WA,6658,0,1
51,10,ISO-8859-1,DOSarrest,-1,KY,GRAND CAYMAN,3625,0,-1
51,10,us-ascii,Microsoft-IIS/7.5,324,Unknown,Unknown,4648,0,-1
51,10,UTF-8,Apache/2.2.32,-1,US,PA,4338,0,-1
51,8,UTF-8,Apache/2.4.6 (CentOS),25866,US,CA,6889,0,-1
51,10,ISO-8859-1,nginx,6130,US,Utr,3623,0,-1
51,9,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
51,10,iso-8859-1,Apache/2.2.11 (Unix) PHP/5.2.6,231,CN,beijingshi,6229,2,-1
51,9,utf-8,Scratch Web Server,10333,Unknown,Unknown,-1,0,-1
51,10,utf-8,Apache,9890,Unknown,Unknown,-1,0,-1
51,9,ISO-8859-1,Unknown,6748,US,California,5034,0,-1
51,12,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
51,8,ISO-8859-1,nginx,162,US,Washington,4018,0,-1
51,10,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,-1,0,-1
51,11,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,5889,2,-1
51,10,utf-8,cloudflare-nginx,-1,US,CO,7303,6,-1
51,11,utf-8,nginx/1.4.6 (Ubuntu),58090,US,CA,3097,0,-1
51,10,UTF-8,nginx,-1,US,CA,4694,6,-1
51,11,UTF-8,Unknown,-1,US,WA,5464,4,-1
51,9,utf-8,Unknown,15302,US,Arizona,5668,0,-1
51,11,iso-8859-1,Apache,239,US,UT,7829,0,-1
51,9,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
51,8,ISO-8859-1,Apache,57,US,VA,4372,0,-1
51,11,ISO-8859-1,Apache,557,US,Arizona,6174,0,-1
52,14,UTF-8,Apache,-1,CZ,PRAHA,3804,2,1
52,12,UTF-8,marrakesh 1.12.2,13650,BR,Unknown,-1,6,1
52,14,Unknown,Apache/2.4.6 (CentOS),-1,CN,Bei Jing,4208,4,1
52,9,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
52,12,ISO-8859-1,nginx/1.10.3,-1,US,VA,8949,0,-1
52,10,utf-8,nginx/0.8.35,17302,US,CA,3986,0,-1
52,10,UTF-8,Apache/2.2.15 (Red Hat),5315,US,CA,7610,0,-1
52,10,ISO-8859-1,nginx,1516,US,Ohio,4744,0,-1
52,11,UTF-8,mw2182.codfw.wmnet,-1,US,CA,5446,0,-1
52,12,UTF-8,LiteSpeed,-1,PA,PANAMA,3936,0,-1
52,10,UTF-8,Apache,-1,US,CA,6940,0,-1
52,10,ISO-8859-1,squid/3.3.8,3529,US,CA,8254,0,-1
52,12,UTF-8,Unknown,-1,US,CA,6935,0,-1
52,11,UTF-8,Apache,8105,CH,ZH,6873,4,-1
52,10,ISO-8859-1,Apache/2.2.27 (CentOS),1235,US,NY,6746,0,-1
52,9,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,5829,0,-1
52,10,UTF-8,Apache-Coyote/1.1,-1,US,NJ,7791,0,-1
52,9,UTF-8,nginx/1.8.1,9662,Unknown,Unknown,3275,4,-1
52,9,utf-8,Apache,44313,CA,ON,4701,0,-1
52,10,us-ascii,Unknown,257,US,WA,6325,0,-1
52,11,UTF-8,cloudflare-nginx,-1,Unknown,Unknown,-1,0,-1
52,11,UTF-8,Apache/2.4.7 (Ubuntu),-1,Unknown,Unknown,6908,2,-1
52,9,UTF-8,cloudflare-nginx,-1,CA,ON,6629,4,-1
52,10,utf-8,Apache,17167,Unknown,Unknown,6707,4,-1
52,10,UTF-8,Server,-1,US,NV,7120,6,-1
52,8,utf-8,nginx/1.10.0,-1,Unknown,Unknown,4750,4,-1
52,11,UTF-8,nginx/1.12.0,-1,Unknown,Unknown,-1,4,-1
52,11,Unknown,Microsoft-IIS/8.5,0,US,NJ,8045,4,-1
52,11,ISO-8859-1,Nginx (OpenBSD),14863,HK,-,2254,2,-1
52,10,us-ascii,Unknown,257,US,WA,6325,8,-1
52,10,ISO-8859-1,Apache,5443,CA,Quebec,3245,0,-1
52,9,utf-8,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,28239,Unknown,Unknown,-1,4,-1
52,8,utf-8,nginx,-1,AU,QLD,110,0,-1
52,10,UTF-8,nginx,-1,CA,Manitoba,5108,0,-1
52,11,utf-8,ATS,-1,US,CA,7525,0,-1
52,11,UTF-8,GSE,9801,US,CA,5812,0,-1
53,12,ISO-8859-1,nginx/1.12.0,242,US,ALABAMA,3653,2,1
53,11,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
53,10,UTF-8,nginx,-1,US,CO,6571,0,-1
53,8,utf-8,Unknown,11158,US,PA,6807,0,-1
53,10,UTF-8,nginx/1.11.10,-1,CA,Quebec,7006,0,-1
53,12,UTF-8,Unknown,-1,US,CA,6935,0,-1
53,11,utf-8,nginx/1.10.1,-1,Unknown,Unknown,-1,0,-1
53,10,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,22897,Unknown,Unknown,3227,0,-1
53,11,UTF-8,Apache/2.2.31 (Amazon),8466,US,NH,4292,0,-1
53,10,UTF-8,nginx/1.11.10,-1,CA,Quebec,7006,0,-1
53,9,UTF-8,Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10,2023,US,GA,3425,0,-1
53,7,iso-8859-1,ATS/5.3.0,-1,CA,ON,5450,6,-1
53,12,iso-8859-1,Apache,211,Unknown,Unknown,5016,6,-1
53,12,ISO-8859-1,Apache,359174,CA,ON,7304,4,-1
53,9,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,-1,0,-1
53,10,us-ascii,Microsoft-HTTPAPI/2.0,324,United Kingdom,Unknown,-1,0,-1
53,11,ISO-8859-1,cloudflare-nginx,-1,Unknown,Unknown,2603,4,-1
53,12,UTF-8,Unknown,-1,US,WA,5464,0,-1
53,9,UTF-8,nginx,20309,US,CA,7637,0,-1
54,11,iso-8859-1,Apache,228,US,Arizona,4025,4,1
54,11,ISO-8859-1,Apache/2,17140,US,CA,3623,2,1
54,11,ISO-8859-1,Microsoft-IIS/7.5,7849,US,PA,6807,0,-1
54,12,UTF-8,cloudflare-nginx,-1,Unknown,Unknown,-1,0,-1
54,9,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,341,US,MI,4786,0,-1
54,12,ISO-8859-1,Apache/2.2.27 (Unix) OpenAM Web Agent/4.0.1-1 mod_ssl/2.2.27 OpenSSL/1.0.1p PHP/5.3.28,2503,Unknown,Unknown,-1,0,-1
54,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,FL,5277,0,-1
54,12,ISO-8859-1,Apache/2.2.15 (Red Hat),-1,Unknown,Unknown,-1,0,-1
54,8,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,5829,0,-1
54,11,utf-8,ATS,-1,US,CA,7525,0,-1
54,9,ISO-8859-1,Apache/2.2.32,3020,CA,ON,6964,4,-1
54,12,UTF-8,nginx/1.10.3,-1,US,VA,8949,0,-1
54,12,UTF-8,mw2104.codfw.wmnet,-1,US,CA,5446,0,-1
54,10,UTF-8,Apache-Coyote/1.1,-1,CN,Zhejiang,4815,0,-1
54,12,ISO-8859-1,Apache/2.2.15 (Red Hat),-1,Unknown,Unknown,-1,0,-1
54,10,ISO-8859-1,cloudflare-nginx,18952,US,CA,3871,4,-1
54,9,ISO-8859-1,Unknown,-1,US,CA,7185,6,-1
54,10,utf-8,Server,-1,US,CA,4162,6,-1
54,10,ISO-8859-1,Apache,5438,US,TX,6073,4,-1
54,12,ISO-8859-1,Apache/2.2.15 (Red Hat),-1,Unknown,Unknown,-1,8,-1
54,9,UTF-8,Apache,193,US,WA,296,2,-1
54,9,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,4384,6,-1
54,11,UTF-8,Apache,26,US,FL,6865,6,-1
54,10,UTF-8,nginx/1.4.6 (Ubuntu),-1,US,CA,7663,4,-1
54,10,UTF-8,mw2230.codfw.wmnet,20518,US,CA,5446,8,-1
54,12,utf-8,Unknown,1682,US,FL,5782,4,-1
54,11,UTF-8,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,9208,AU,NSW,5163,0,-1
54,12,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,5934,0,-1
54,11,iso-8859-1,cloudflare-nginx,-1,US,MA,6618,0,-1
55,12,UTF-8,Apache,-1,CZ,PRAHA,3804,2,1
55,12,ISO-8859-1,Apache/2.2.31 (CentOS),-1,PA,PANAMA,4370,8,1
55,10,ISO-8859-1,Apache,14953,US,NY,4118,0,-1
55,9,UTF-8,Apache,2080,US,CA,6663,0,-1
55,12,utf-8,Apache/2.4.7 (Ubuntu),-1,US,Illinois,4750,0,-1
55,10,UTF-8,nginx,12275,US,MA,7001,0,-1
55,11,ISO-8859-1,.V01 Apache,-1,US,CA,6570,0,-1
55,10,UTF-8,Apache,-1,US,FL,7270,0,-1
55,12,utf-8,ATS,-1,US,CA,7525,0,-1
55,9,UTF-8,cloudflare-nginx,-1,SI,Not Applicable,4516,0,-1
55,10,UTF-8,mw2164.codfw.wmnet,-1,US,CA,5446,0,-1
55,12,utf-8,Apache,66702,US,MO,7462,0,-1
55,8,utf-8,nginx/1.10.0,-1,Unknown,Unknown,4750,2,-1
55,11,UTF-8,mw2110.codfw.wmnet,-1,US,CA,5446,8,-1
55,12,UTF-8,cloudflare-nginx,-1,BS,New Providence,4013,0,-1
55,9,UTF-8,nginx/1.10.1,-1,US,FL,6316,0,-1
55,10,UTF-8,Apache/2.4.6 (Unix) mod_jk/1.2.37 PHP/5.5.1 OpenSSL/1.0.1g mod_fcgid/2.3.9,13898,US,DE,7852,4,-1
